Int,Int,Int,Int,Int,Int,Int,Int
4210,1,1010,-1,-1,1080,1,42016
4211,0,1080,-1,-1,-1,1,42017
4212,0,1020,-1,-1,1080,4,42018
4212,1,1020,-1,-1,1080,1,42019
4213,0,1080,-1,-1,-1,1,42020
4214,0,1020,-1,-1,1080,4,42021
4214,1,1020,-1,-1,1080,1,42022
4215,0,1080,-1,-1,-1,1,42023
4216,0,1020,-1,-1,1080,1,42024
4216,1,1020,-1,-1,1080,4,42025
4217,0,1080,-1,-1,-1,1,42026
4218,0,1010,-1,-1,1080,1,42027
4218,1,1010,-1,-1,1080,4,42028
4219,0,1080,-1,-1,-1,1,42029
4290,0,1020,1010,-1,1080,4,42900
4290,1,1020,1010,-1,1080,1,42901
4290,2,1020,1013,-1,1080,2,42902
4380,0,1020,1010,-1,1080,2,43800
4380,1,1020,1010,-1,1080,4,43801
4380,2,1020,1010,-1,1080,1,43802
4300,0,1015,-1,-1,1080,1,43000
4300,1,1015,-1,-1,1080,4,43001
4301,0,1010,-1,-1,1080,1,43002
4301,1,1010,-1,-1,1080,4,43003
4302,0,1020,-1,-1,1080,1,43004
4302,1,1020,-1,-1,1080,4,43005
4303,0,1010,-1,-1,1080,1,43006
4303,1,1010,-1,-1,1080,4,43007
4304,0,1010,-1,-1,1080,1,43008
4304,1,1010,-1,-1,1080,4,43009
4305,0,1020,-1,-1,1080,1,43010
4305,1,1020,-1,-1,1080,4,43011
4306,0,1020,-1,-1,1080,1,43012
4306,1,1020,-1,-1,1080,4,43013
4307,0,1080,-1,-1,-1,1,43014
4308,0,1020,-1,-1,1080,1,43015
4308,1,1020,-1,-1,1080,4,43016
4309,0,1080,-1,-1,-1,1,43017
4310,0,1010,-1,-1,1080,1,43018
4310,1,1010,-1,-1,1080,4,43019
4311,0,1080,-1,-1,-1,1,43020
4312,0,1010,-1,-1,1080,1,43021
4312,1,1010,-1,-1,1080,4,43022
4313,0,1080,-1,-1,-1,1,43023
4314,0,1080,-1,-1,-1,1,43024
4315,0,1013,-1,-1,1080,1,43025
4315,1,1010,-1,-1,1080,4,43026
4316,0,1010,-1,-1,1080,4,43027
4316,1,1010,-1,-1,1080,1,43028
4317,0,1010,-1,-1,1080,4,43029
4317,1,1010,-1,-1,1080,1,43030
4318,0,1080,-1,-1,-1,1,43031
4319,0,1080,-1,-1,-1,1,43032
4320,0,1010,-1,-1,1080,4,43033
4320,1,1010,-1,-1,1080,1,43034
4390,0,1020,1010,-1,1080,4,43900
4390,1,1020,1010,-1,1080,2,43901
4390,2,1020,1010,-1,1080,1,43902
4480,0,1020,-1,-1,1080,1,44800
4480,1,1020,-1,-1,1080,4,44801
4480,2,1020,-1,-1,1080,1,44802
4400,0,1080,-1,-1,-1,1,44000
4401,0,1010,-1,-1,1080,1,44001
4401,1,1010,-1,-1,1080,4,44002
4402,0,1020,-1,-1,1080,1,44003
4402,1,1020,-1,-1,1080,4,44004
4403,0,1010,-1,-1,1080,1,44005
4403,1,1010,-1,-1,1080,4,44006
4404,0,1010,-1,-1,1020,4,44007
4404,1,1010,-1,-1,1020,1,44008
4405,0,1010,-1,-1,1080,1,44009
4405,1,1010,-1,-1,1080,4,44010
4406,0,1080,-1,-1,-1,1,44011
4407,0,1010,-1,-1,1080,1,44012
4407,1,1010,-1,-1,1080,4,44013
4408,0,1020,-1,-1,1080,4,44014
4408,1,1020,-1,-1,1080,1,44015
4409,0,1080,-1,-1,-1,1,44016
4410,0,1010,-1,-1,1080,1,44017
4410,1,1010,-1,-1,1080,4,44018
4411,0,1080,-1,-1,-1,1,44019
4412,0,1010,-1,-1,1080,1,44020
4412,1,1010,-1,-1,1080,4,44021
4413,0,1080,-1,-1,-1,1,44022
4414,0,1020,-1,-1,1080,1,44023
4414,1,1020,-1,-1,1080,4,44024
4415,0,1080,-1,-1,-1,1,44025
4416,0,1080,-1,-1,-1,1,44026
4417,0,1080,-1,-1,-1,1,44027
4418,0,1080,-1,-1,-1,1,44028
4419,0,1010,-1,-1,1020,1,44029
4419,1,1010,-1,-1,1020,4,44030
4490,0,1020,1010,-1,1080,4,44900
4490,1,1020,1013,-1,1080,2,44901
4490,2,1020,1010,-1,1080,4,44902
4490,3,1020,1010,-1,1080,1,44903
5180,0,1020,1010,-1,1090,4,51800
5180,1,1020,1010,-1,1090,1,51801
5180,2,1020,1010,-1,1090,2,51802
5180,3,1020,1010,-1,1090,4,51803
5180,4,1020,1010,-1,1090,1,51804
5100,0,1090,-1,-1,-1,1,51000
5101,0,1090,-1,-1,-1,1,51001
5102,0,1090,-1,-1,-1,1,51002
5103,0,1010,-1,-1,1090,1,51003
5103,1,1010,-1,-1,1090,4,51004
5104,0,1020,-1,-1,1090,4,51005
5104,1,1020,-1,-1,1090,1,51006
5105,0,1090,-1,-1,-1,1,51007
5106,0,1090,-1,-1,-1,1,51008
5107,0,1090,-1,-1,-1,1,51009
5108,0,1090,-1,-1,-1,1,51010
5109,0,1010,-1,-1,1090,1,51011
5109,1,1010,-1,-1,1090,4,51012
5110,0,1020,-1,-1,1090,1,51013
5110,1,1020,-1,-1,1090,4,51014
5111,0,1010,-1,-1,1090,1,51015
5111,1,1010,-1,-1,1090,4,51016
5112,0,1090,-1,-1,-1,1,51017
5113,0,1010,-1,-1,1090,1,51018
5113,1,1010,-1,-1,1090,4,51019
5114,0,1090,-1,-1,-1,1,51020
5115,0,1010,-1,-1,1090,1,51021
5115,1,1010,-1,-1,1091,4,51022
5116,0,1091,-1,-1,-1,1,51023
5117,0,1010,-1,-1,1090,4,51024
5117,1,1010,-1,-1,1090,1,51025
5118,0,1090,-1,-1,-1,1,51026
5119,0,1090,-1,-1,-1,1,51027
5120,0,1090,-1,-1,-1,1,51028
5190,0,1020,-1,-1,1090,4,51900
5190,1,1020,-1,-1,1090,1,51901
5190,2,1020,-1,-1,1091,4,51902
5280,0,1013,-1,-1,1090,1,52800
5280,1,1010,-1,-1,1091,4,52801
5280,2,1010,-1,-1,1090,1,52802
5200,0,1015,-1,-1,1023,1,52000
5200,1,1015,-1,-1,1023,4,52001
5201,0,1010,-1,-1,1020,4,52002
5201,1,1010,-1,-1,1020,1,52003
5202,0,1010,-1,-1,1020,4,52004
5202,1,1010,-1,-1,1020,1,52005
5203,0,1010,-1,-1,1090,1,52006
5203,1,1010,-1,-1,1090,4,52007
5204,0,1010,-1,-1,1020,1,52008
5204,1,1010,-1,-1,1021,4,52009
5205,0,1010,-1,-1,1020,1,52010
5205,1,1010,-1,-1,1020,4,52011
5206,0,1010,-1,-1,1023,4,52012
5206,1,1010,-1,-1,1020,1,52013
5207,0,1010,-1,-1,1020,4,52014
5207,1,1010,-1,-1,1020,1,52015
5208,0,1090,-1,-1,-1,1,52016
5209,0,1010,-1,-1,1090,1,52017
5209,1,1010,-1,-1,1090,4,52018
5210,0,1020,-1,-1,1090,4,52019
5210,1,1020,-1,-1,1090,1,52020
5211,0,1090,-1,-1,-1,1,52021
5212,0,1090,-1,-1,-1,1,52022
5213,0,1020,-1,-1,1090,4,52023
5213,1,1020,-1,-1,1090,1,52024
5214,0,1010,-1,-1,1090,1,52025
5214,1,1010,-1,-1,1090,4,52026
5215,0,1090,-1,-1,-1,1,52027
5216,0,1010,-1,-1,1020,4,52028
5216,1,1010,-1,-1,1020,1,52029
5217,0,1090,-1,-1,-1,1,52030
5218,0,1090,-1,-1,-1,1,52031
5219,0,1010,-1,-1,1090,1,52032
5219,1,1010,-1,-1,1090,4,52033
5220,0,1020,-1,-1,1090,1,52034
5220,1,1020,-1,-1,1090,4,52035
5221,0,1090,-1,-1,-1,1,52036
5222,0,1090,-1,-1,-1,1,52037
5290,0,1010,-1,-1,1090,4,52900
5290,1,1010,-1,-1,1090,1,52901
5290,2,1010,-1,-1,1090,4,52902
5380,0,1020,1010,-1,1090,4,53800
5380,1,1020,1013,-1,1090,2,53801
5380,2,1020,1010,-1,1090,1,53802
5300,0,1090,-1,-1,-1,1,53000
5301,0,1091,-1,-1,-1,1,53001
5302,0,1090,-1,-1,-1,1,53002
5303,0,1090,-1,-1,-1,1,53003
5304,0,1090,-1,-1,-1,1,53004
5305,0,1010,-1,-1,1090,1,53005
5305,1,1010,-1,-1,1090,4,53006
5306,0,1090,-1,-1,-1,1,53007
5307,0,1090,-1,-1,-1,1,53008
5308,0,1010,-1,-1,1020,1,53009
5308,1,1010,-1,-1,1020,4,53010
5309,0,1013,-1,-1,1090,1,53011
5309,1,1010,-1,-1,1090,4,53012
5310,0,1020,-1,-1,1090,1,53013
5310,1,1020,-1,-1,1090,4,53014
5311,0,1010,-1,-1,1090,1,53015
5311,1,1010,-1,-1,1090,4,53016
5312,0,1010,-1,-1,1091,4,53017
5312,1,1010,-1,-1,1090,1,53018
5313,0,1090,-1,-1,-1,1,53019
5314,0,1020,-1,-1,1090,1,53020
5314,1,1020,-1,-1,1090,4,53021
5315,0,1020,-1,-1,1090,4,53022
5315,1,1020,-1,-1,1090,1,53023
5316,0,1010,-1,-1,1090,1,53024
5316,1,1010,-1,-1,1090,4,53025
5317,0,1015,-1,-1,1090,1,53026
5317,1,1015,-1,-1,1090,4,53027
5318,0,1020,-1,-1,1090,1,53028
5318,1,1020,-1,-1,1090,4,53029
5319,0,1090,-1,-1,-1,1,53030
5390,0,1020,1010,-1,1090,4,53900
5390,1,1020,1013,-1,1090,2,53901
5390,2,1020,1010,-1,1091,4,53902
5390,3,1020,1010,-1,1090,1,53903
5480,0,1020,1010,-1,1090,4,54800
5480,1,1021,1010,-1,1090,1,54801
5480,2,1020,1013,-1,1090,2,54802
5400,0,1013,-1,-1,1090,1,54000
5400,1,1010,-1,-1,1091,4,54001
5401,0,1023,-1,-1,1090,1,54002
5401,1,1020,-1,-1,1090,4,54003
5402,0,1090,-1,-1,-1,1,54004
5403,0,1020,-1,-1,1090,1,54005
5403,1,1020,-1,-1,1090,4,54006
5404,0,1010,-1,-1,1090,1,54007
5404,1,1010,-1,-1,1091,4,54008
5405,0,1090,-1,-1,-1,1,54009
5406,0,1013,-1,-1,1090,1,54010
5406,1,1010,-1,-1,1091,4,54011
5407,0,1090,-1,-1,-1,1,54012
5408,0,1010,-1,-1,1090,1,54013
5408,1,1010,-1,-1,1090,4,54014
5409,0,1090,-1,-1,-1,1,54015
5410,0,1091,-1,-1,-1,1,54016
5411,0,1010,-1,-1,1090,1,54017
5411,1,1010,-1,-1,1090,4,54018
5412,0,1090,-1,-1,-1,1,54019
5413,0,1010,-1,-1,1090,1,54020
5413,1,1010,-1,-1,1090,4,54021
5414,0,1010,-1,-1,1090,1,54022
5414,1,1010,-1,-1,1090,4,54023
5415,0,1090,-1,-1,-1,1,54024
5416,0,1020,-1,-1,1090,1,54025
5416,1,1020,-1,-1,1090,4,54026
5417,0,1020,-1,-1,1090,1,54027
5417,1,1020,-1,-1,1090,4,54028
5418,0,1090,-1,-1,-1,1,54029
5419,0,1090,-1,-1,-1,1,54030
5420,0,1090,-1,-1,-1,1,54031
5421,0,1010,-1,-1,1091,4,54032
5421,1,1013,-1,-1,1090,1,54033
5490,0,1020,1010,-1,1090,4,54900
5490,1,1021,1010,-1,1090,1,54901
5490,2,1020,1013,-1,1090,2,54902
5490,3,1020,1010,-1,1090,4,54903
5490,4,1020,1013,-1,1090,2,54904
