Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int
4408,908,9,1,1,3,-1,-1,3,4414,0,1,-1,4407,-1,-1,0
4409,909,9,1,1,3,-1,-1,3,4415,0,1,-1,4408,-1,-1,0
4410,910,9,1,1,3,-1,-1,3,4416,0,1,-1,4409,100,-1,1
4411,911,9,1,1,3,-1,-1,3,4417,0,1,-1,4410,-1,-1,0
4412,912,9,1,1,3,-1,-1,3,4418,0,1,-1,4411,-1,-1,0
4413,913,9,1,1,3,-1,-1,3,4419,0,1,-1,4412,-1,-1,0
5199,1294,12,-1,0,1,-1,-1,1,5100,0,-1,1,-1,-1,-1,2
5198,1295,12,-1,0,1,-1,-1,1,5101,1,-1,1,-1,-1,-1,0
5197,1296,12,-1,0,1,-1,-1,1,5102,2,-1,1,-1,-1,-1,1
5196,1297,12,-1,0,1,-1,-1,1,5103,3,-1,1,-1,-1,-1,0
5195,1298,12,-1,0,1,-1,-1,1,5104,4,-1,1,-1,-1,-1,1
5194,1299,12,-1,0,1,-1,-1,1,5105,5,-1,1,-1,-1,-1,0
5193,1204,12,-1,0,1,-1,-1,1,5106,6,-1,1,-1,-1,-1,2
5100,1200,12,0,1,3,-1,-1,2,5107,0,1,-1,-1,-1,-1,0
5101,1201,12,0,1,3,-1,-1,2,5108,0,1,-1,5100,-1,-1,2
5102,1202,12,0,1,3,-1,-1,2,5109,0,1,-1,5101,-1,-1,0
5103,1203,12,0,1,3,-1,-1,2,5110,0,1,-1,5102,-1,-1,0
5104,1204,12,1,1,3,-1,-1,3,5111,0,1,-1,5103,-1,-1,2
5105,1205,12,1,1,3,-1,-1,3,5112,0,1,-1,5104,-1,-1,0
5106,1206,12,1,1,3,-1,-1,3,5113,0,1,-1,5105,-1,-1,3
5107,1207,12,1,1,3,-1,-1,3,5114,0,1,-1,5106,-1,-1,0
5108,1208,12,1,1,3,-1,-1,2,5115,0,1,-1,5107,-1,-1,0
5109,1209,12,1,1,3,-1,-1,2,5116,0,1,-1,5108,-1,-1,0
5110,1210,12,1,1,3,-1,-1,5,5117,0,1,-1,5109,-1,-1,1
5111,1211,12,1,1,3,-1,-1,2,5118,0,1,-1,5110,-1,-1,0
5112,1212,12,1,1,3,-1,-1,2,5119,0,1,-1,5111,-1,-1,0
5113,1213,12,1,1,3,-1,-1,2,5120,0,1,-1,5112,-1,-1,1
5299,396,3,-1,0,1,-1,-1,1,5200,0,-1,1,-1,-1,-1,1
5298,397,3,-1,0,1,-1,-1,1,5201,0,-1,1,-1,-50,-1,0
5297,398,3,-1,0,1,-1,-1,1,5202,0,-1,1,-1,-70,-1,0
5296,399,3,-1,0,1,-1,-1,1,5203,0,-1,1,-1,-1,-1,0
5295,304,3,-1,0,1,-1,-1,1,5204,0,-1,1,-1,-1,-1,2
5294,305,3,-1,0,1,-1,-1,1,5205,0,-1,1,-1,60,-1,1
5293,311,3,-1,0,1,-1,-1,1,5206,0,-1,1,-1,-1,-1,0
5292,313,3,-1,0,1,-1,-1,1,5207,0,-1,1,-1,-1,-1,0
5200,300,3,0,1,3,-1,-1,2,5208,0,1,-1,-1,-1,-1,0
5201,301,3,0,1,3,-1,-1,2,5209,0,1,-1,5200,50,-1,1
5202,302,3,0,1,3,-1,-1,2,5210,0,1,-1,5201,-1,-1,0
5203,303,3,0,1,3,-1,-1,2,5211,0,1,-1,5202,-1,-50,2
5204,304,3,1,1,3,-1,-1,3,5212,0,1,-1,5203,-1,-1,2
5205,305,3,1,1,3,-1,-1,3,5213,0,1,-1,5204,50,-1,1
5206,306,3,1,1,3,-1,-1,3,5214,0,1,-1,5205,-1,-1,0
5207,307,3,1,1,3,-1,-1,3,5215,0,1,-1,5206,-1,-1,0
5208,308,3,1,1,3,-1,-1,3,5216,0,1,-1,5207,-1,-1,0
5209,309,3,1,1,3,-1,-1,2,5217,0,1,-1,5208,-1,-1,1
5210,310,3,1,1,3,-1,-1,3,5218,0,1,-1,5209,-1,-1,0
5211,311,3,1,1,3,-1,-1,3,5219,0,1,-1,5210,-1,-1,0
5212,312,3,1,1,3,-1,-1,2,5220,0,1,-1,5211,-50,-1,0
5213,313,3,1,1,3,-1,-1,2,5221,0,1,-1,5212,-1,-1,0
5214,314,3,1,1,3,-1,-1,3,5222,0,1,-1,5213,-30,-1,0
5399,1595,15,-1,0,1,-1,-1,1,5300,0,-1,1,-1,-1,-1,0
5398,1596,15,-1,0,1,-1,-1,1,5301,1,-1,1,-1,-1,-1,1
5397,1597,15,-1,0,1,-1,-1,1,5302,2,-1,1,-1,-1,-1,1
5396,1598,15,-1,0,1,-1,-1,1,5303,3,-1,1,-1,-1,40,0
5395,1599,15,-1,0,1,-1,-1,1,5304,4,-1,1,-1,-1,-1,0
5300,1500,15,0,1,3,-1,-1,2,5305,0,1,-1,-1,-1,-1,0
5301,1501,15,0,1,3,-1,-1,2,5306,0,1,-1,5300,-1,-1,2
5302,1502,15,0,1,3,-1,-1,2,5307,0,1,-1,5301,-1,-1,0
5303,1503,15,1,1,3,-1,-1,3,5308,0,1,-1,5302,-1,-1,0
5304,1504,15,1,1,3,-1,-1,2,5309,0,1,-1,5303,-1,-1,0
5305,1505,15,1,1,3,-1,-1,2,5310,0,1,-1,5304,-1,-1,0
5306,1506,15,1,1,3,-1,-1,2,5311,0,1,-1,5305,-1,-1,0
5307,1507,15,1,1,3,-1,-1,4,5312,0,1,-1,5306,-1,-1,1
5308,1508,15,1,1,3,-1,-1,1,5313,0,1,-1,5307,-1,-1,1
5309,1509,15,1,1,3,-1,-1,2,5314,0,1,-1,5308,-1,-1,1
5310,1510,15,1,1,3,-1,-1,2,5315,0,1,-1,5309,200,-1,1
5311,1511,15,1,1,3,-1,-1,2,5316,0,1,-1,5310,-1,-1,0
5312,1512,15,1,1,3,-1,-1,3,5317,0,1,-1,5311,-1,-1,0
5313,1513,15,1,1,3,-1,-1,3,5318,0,1,-1,5312,-1,-1,1
5314,1514,15,1,1,3,-1,-1,3,5319,0,1,-1,5313,-1,-1,0
5499,1095,10,-1,0,1,-1,-1,1,5400,0,-1,1,-1,-1,-1,0
5498,1096,10,-1,0,1,-1,-1,1,5401,1,-1,1,-1,-1,-1,2
5497,1097,10,-1,0,1,-1,-1,1,5402,2,-1,1,-1,-1,-1,0
5496,1098,10,-1,0,1,-1,-1,1,5403,3,-1,1,-1,-1,-1,1
5495,1099,10,-1,0,1,-1,-1,1,5404,4,-1,1,-1,-1,50,1
5494,1005,10,-1,0,1,-1,-1,1,5405,5,-1,1,-1,-1,-1,2
5493,1007,10,-1,0,1,-1,-1,1,5406,6,-1,1,-1,-1,-1,0
5400,1000,10,0,1,3,-1,-1,2,5407,0,1,-1,-1,-1,-1,0
5401,1001,10,0,1,3,-1,-1,2,5408,0,1,-1,5400,-1,-1,2
5402,1002,10,0,1,3,-1,-1,2,5409,0,1,-1,5401,-1,-1,0
5403,1003,10,0,1,3,-1,-1,2,5410,0,1,-1,5402,-1,-1,0
5404,1004,10,1,1,3,-1,-1,3,5411,0,1,-1,5403,-1,-1,0
5405,1005,10,1,1,3,-1,-1,4,5412,0,1,-1,5404,-1,-1,2
5406,1006,10,1,1,3,-1,-1,4,5413,0,1,-1,5405,-1,-1,0
5407,1007,10,1,1,3,-1,-1,2,5414,0,1,-1,5406,-1,-1,0
5408,1008,10,1,1,3,-1,-1,2,5415,0,1,-1,5407,-1,-1,0
5409,1009,10,1,1,3,-1,-1,3,5416,0,1,-1,5408,-1,-1,0
5410,1010,10,1,1,3,-1,-1,3,5417,0,1,-1,5409,50,-1,1
5411,1011,10,1,1,3,-1,-1,2,5418,0,1,-1,5410,-1,-1,1
5412,1012,10,1,1,3,-1,-1,2,5419,0,1,-1,5411,-1,-1,0
5413,1013,10,1,1,3,-1,-1,2,5420,0,1,-1,5412,-40,-1,0
5414,1014,10,1,1,3,-1,-1,2,5421,0,1,-1,5413,-1,-1,0
